City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,nova sintra,14.8667,-24.7167,21.14,61,3,10.3,CV,1741200809
362,sibi,29.5448,67.8764,21.34,11,3,1.13,PK,1741200810
363,marsabit,2.3284,37.9899,24.01,41,68,6.68,KE,1741200811
364,nova venecia,-18.7106,-40.4006,28.98,56,50,5.11,BR,1741200812
365,okha,53.5739,142.9478,-28.38,100,34,2.66,RU,1741200814
366,maracacume,-2.0428,-45.9592,24.8,95,100,0.91,BR,1741200816
367,hell-ville,-13.4,48.2667,26.96,80,73,3.07,MG,1741200817
368,gounou gaya,9.6294,15.5132,33.05,12,9,2.58,TD,1741200818
369,kulhudhuffushi,6.6221,73.07,27.68,68,15,0.86,MV,1741200820
370,manay,7.215,126.5397,23.67,92,100,2.55,PH,1741200821
371,marquette,46.5333,-87.6335,-3.68,95,100,5.36,US,1741200822
372,narasannapeta,18.4167,84.05,24.0,92,65,1.56,IN,1741200823
373,estancia,-11.2683,-37.4383,28.75,60,5,3.88,BR,1741200663
374,santa cruz,-17.8,-63.1667,29.7,83,40,4.12,BO,1741200638
375,gazojak,41.1875,61.4036,5.49,49,0,3.73,TM,1741200826
376,la passe,45.5549,-0.8967,11.1,70,0,4.17,FR,1741200828
377,pacov,49.4708,15.0017,6.24,66,0,2.93,CZ,1741200829
378,goondiwindi,-28.55,150.3167,22.52,64,0,6.29,AU,1741200830
379,margate,51.3813,1.3862,9.27,72,0,3.88,GB,1741200831
380,mana,5.6592,-53.7767,27.12,72,40,4.81,GF,1741200833
381,pacific grove,36.6177,-121.9166,11.34,96,100,2.06,US,1741200834
382,porto empedocle,37.2934,13.5264,11.49,69,81,4.94,IT,1741200835
383,gornozavodsk,58.3758,58.3211,-6.43,96,99,2.73,RU,1741200837
384,ulsteinvik,62.3432,5.8487,10.5,92,100,9.53,NO,1741200838
385,tarauaca,-8.1614,-70.7656,30.95,58,75,1.14,BR,1741200839
386,sabanozu,40.4825,33.2835,5.05,47,82,2.75,TR,1741200841
387,howrah,22.5892,88.3103,26.0,53,6,0.0,IN,1741200842
388,swan hill,-35.3378,143.5544,20.33,42,1,4.9,AU,1741200844
389,alice springs,-23.7,133.8833,22.75,15,0,3.6,AU,1741200845
390,faya-largeau,17.9257,19.1043,24.89,14,1,8.43,TD,1741200846
391,pisz,53.6274,21.8125,9.41,46,100,6.09,PL,1741200847
392,yaren,-0.5472,166.916,26.74,79,97,8.52,NR,1741200848
393,moramanga,-18.9333,48.2,20.89,93,96,1.36,MG,1741200850
394,okotoks,50.7289,-113.9828,3.3,63,100,2.79,CA,1741200828
395,grootfontein,-19.5667,18.1167,23.2,66,94,3.01,NA,1741200852
396,talnakh,69.4865,88.3972,-13.04,96,100,3.61,RU,1741200854
397,codrington,-38.2667,141.9667,15.89,70,100,8.22,AU,1741200855
398,barcelos,41.5388,-8.6151,12.4,89,100,1.9,PT,1741200856
399,sosnovka,56.255,51.2842,-5.97,98,100,0.87,RU,1741200857
400,san ignacio de velasco,-16.3667,-60.95,25.44,89,93,2.73,BO,1741200858
401,pankrushikha,53.8319,80.3406,-9.15,93,100,4.18,RU,1741200859
402,paita,-5.0892,-81.1144,28.6,63,40,5.22,PE,1741200860
403,fort frances,48.5999,-93.4003,-2.69,62,100,7.2,CA,1741200862
404,kanel,15.4916,-13.1763,34.0,33,0,3.09,SN,1741200863
405,turinsk,58.0458,63.696,-13.43,99,96,2.39,RU,1741200864
406,sulak,43.2734,47.5146,7.59,53,87,10.5,RU,1741200865
407,flin flon,54.7682,-101.865,-2.09,86,100,4.12,CA,1741200867
408,tambopata,-12.7333,-69.1833,30.94,66,40,1.03,PE,1741200868
409,khandyga,62.6667,135.6,-35.46,100,100,0.89,RU,1741200869
410,sovetskaya gavan',48.9723,140.2878,-11.16,97,100,1.92,RU,1741200870
411,razole,16.4833,81.8333,23.25,92,93,1.48,IN,1741200871
412,chonchi,-42.6128,-73.8092,15.07,98,100,3.81,CL,1741200874
413,charlottetown,46.2352,-63.1267,2.65,77,100,4.12,CA,1741200646
414,vaasa,63.096,21.6158,4.01,76,0,6.71,FI,1741200876
415,kudahuvadhoo,2.6708,72.8944,27.86,70,100,1.88,MV,1741200877
416,rocky mountain house,52.3668,-114.9188,1.06,60,95,2.57,CA,1741200678
417,cotacachi,0.3,-78.2667,17.23,77,96,1.79,EC,1741200880
418,ain sefra,32.75,-0.5833,9.6,88,20,1.33,DZ,1741200881
419,nelson bay,-32.7167,152.15,22.28,90,7,5.36,AU,1741200882
420,bogatoye,53.0601,51.3325,-0.28,99,100,2.49,RU,1741200883
421,ambon,-3.6954,128.1814,29.57,100,32,0.88,ID,1741200884
422,tamiahua,21.2667,-97.45,26.9,36,100,3.5,MX,1741200886
423,iringa,-7.7667,35.7,18.62,64,20,2.06,TZ,1741200887
424,hilo,19.7297,-155.09,23.86,87,19,3.44,US,1741200888
425,mathba,22.2855,89.9629,21.97,90,6,2.71,BD,1741200889
426,dahab,28.501,34.5134,19.77,42,0,3.9,EG,1741200891
427,ribeira brava,32.65,-17.0667,17.62,67,33,1.96,PT,1741200892
428,altai,46.3722,96.2583,-12.32,68,0,1.14,MN,1741200893
429,charters towers,-20.1,146.2667,23.33,82,69,3.75,AU,1741200895
430,acapulco de juarez,16.8634,-99.8901,25.87,59,9,3.81,MX,1741200897
431,nykarleby,63.5228,22.5307,3.34,72,100,6.49,FI,1741200898
432,olyokminsk,60.3736,120.4264,-37.43,100,51,1.17,RU,1741200899
433,hallsberg,59.0657,15.1117,9.27,93,75,11.83,SE,1741200900
434,quellon,-43.1167,-73.6167,13.24,97,100,7.41,CL,1741200901
435,thinadhoo,0.5333,72.9333,28.08,72,100,2.33,MV,1741200904
436,labrador city,52.9463,-66.9114,-10.05,48,20,3.09,CA,1741200905
437,cabedelo,-6.9811,-34.8339,30.37,67,100,6.87,BR,1741200906
438,kristiansund,63.1115,7.732,7.36,93,75,2.06,NO,1741200907
439,naze,28.3667,129.4833,14.51,75,98,6.57,JP,1741200908
440,bodo,67.28,14.405,4.02,75,75,5.14,NO,1741200909
441,saint-denis,48.9167,2.3333,13.88,48,0,2.57,FR,1741200911
442,smidovich,48.6,133.8167,-17.91,84,5,3.12,RU,1741200912
443,olinda,-8.0089,-34.8553,29.85,66,75,6.17,BR,1741200913
444,chegdomyn,51.1167,133.0167,-26.83,96,83,0.9,RU,1741200914
445,mermoz boabab,14.7065,-17.4758,20.88,73,20,5.14,SN,1741200915
446,poronaysk,49.2167,143.1167,-10.84,96,100,1.82,RU,1741200917
447,zharkent,44.1628,80.0,1.82,40,100,2.03,KZ,1741200918
448,jasper,37.2001,-94.3502,5.06,61,75,11.83,US,1741200919
449,auki,-8.7676,160.7034,24.93,90,67,1.64,SB,1741200922
450,polokwane,-23.9045,29.4688,21.47,73,20,3.09,ZA,1741200923
451,homer,59.6425,-151.5483,5.94,77,100,7.72,US,1741200854
452,mananjary,-21.2167,48.3333,26.48,85,100,2.86,MG,1741200925
453,choma,-16.8065,26.9531,17.94,95,6,1.91,ZM,1741200927
454,nishon tumani,38.694,65.6751,9.14,53,0,2.06,UZ,1741200928
455,sao joao da barra,-21.6403,-41.0511,31.05,68,0,4.79,BR,1741200930
456,la'ie,21.6477,-157.9253,25.53,75,54,4.02,US,1741200931
457,mhamid,29.82,-5.72,20.67,23,0,5.83,MA,1741200932
458,dano,11.15,-3.0667,36.28,21,100,0.19,BF,1741200933
459,mejit,10.2753,170.8646,26.8,78,5,10.21,MH,1741200934
460,saint-jerome,45.7804,-74.0036,2.94,92,100,2.57,CA,1741200779
461,penon blanco,24.7897,-104.0369,24.41,7,7,1.35,MX,1741200937
462,funadhoo,6.15,73.2667,27.74,67,32,1.34,MV,1741200938
463,cole harbour,44.6724,-63.4751,5.52,86,100,4.12,CA,1741200939
464,huilong,31.8111,121.655,5.08,81,100,5.18,CN,1741200940
465,motygino,58.1831,94.7592,-7.62,98,100,1.29,RU,1741200943
466,moyynkum,44.2914,72.9469,0.44,66,4,4.92,KZ,1741200944
467,meadow lakes,61.6247,-149.6011,4.67,59,0,5.66,US,1741200945
468,east london,-33.0153,27.9116,24.52,88,0,2.57,ZA,1741200946
469,scottburgh,-30.2867,30.7532,24.3,92,7,4.72,ZA,1741200947
470,tweed heads,-28.1817,153.547,24.02,88,75,8.75,AU,1741200949
471,diamantino,-14.4086,-56.4461,21.29,95,100,1.63,BR,1741200950
472,freetown,8.484,-13.2299,25.6,75,66,5.58,SL,1741200951
473,robore,-18.3333,-59.75,32.05,62,20,2.06,BO,1741200952
474,pula,44.8683,13.8481,4.31,75,0,1.54,HR,1741200953
475,mont-laurier,46.5501,-75.4993,1.68,100,100,4.68,CA,1741200950
476,natitingou,10.3042,1.3796,31.1,31,0,0.5,BJ,1741200956
477,pirdop,42.7,24.1833,6.63,64,0,0.6,BG,1741200957
478,san luis de la loma,17.2706,-100.8939,28.71,54,1,3.86,MX,1741200958
479,asilah,35.465,-6.0348,15.42,82,100,2.08,MA,1741200848
480,port moresby,-9.4431,147.1797,24.68,94,75,2.57,PG,1741200723
481,yeosu,34.7546,127.6599,5.32,87,100,2.56,KR,1741200963
482,vedasandur,10.5333,77.95,25.16,53,100,1.47,IN,1741200965
483,qinzhou,21.95,108.6167,12.52,74,100,8.18,CN,1741200967
484,malabar,-33.9667,151.25,20.99,80,0,6.23,AU,1741200968
485,nuuk,64.1835,-51.7216,-11.66,72,100,7.2,GL,1741200732
486,gagliano del capo,39.8442,18.3695,11.68,66,0,7.2,IT,1741200971
487,nogliki,51.8333,143.1667,-23.21,96,96,1.04,RU,1741200972
488,cafayate,-26.073,-65.9761,24.33,62,100,4.72,AR,1741200974
489,malakal,9.5334,31.6605,32.74,12,0,3.49,SS,1741200976
490,niafunke,15.9322,-3.9906,35.43,12,96,2.21,ML,1741200977
491,kununurra,-15.7667,128.7333,26.99,78,6,3.6,AU,1741200979
492,agua dulce,18.1333,-94.1333,25.15,89,76,8.17,MX,1741200980
493,namsos,64.4662,11.4957,2.95,87,75,4.63,NO,1741200982
494,portland,45.5234,-122.6762,11.59,79,61,2.24,US,1741200857
495,maffra,-37.9667,146.9833,13.99,95,1,2.06,AU,1741200985
496,vorkuta,67.5,64.0,-21.75,100,99,1.85,RU,1741200987
497,barroquinha,-3.0189,-41.1361,27.68,85,81,2.5,BR,1741200988
498,pathein,16.7833,94.7333,22.95,74,6,3.9,MM,1741200989
499,bandarbeyla,9.4942,50.8122,26.2,74,69,6.02,SO,1741200991
500,taneytown,39.6579,-77.1744,13.72,87,100,11.5,US,1741200992
501,isla mujeres,21.2311,-86.731,28.94,69,5,5.09,MX,1741200993
502,kilindoni,-7.9139,39.6668,28.06,75,57,4.61,TZ,1741200994
503,mariakani,-3.8633,39.4736,23.94,85,100,2.5,KE,1741200995
504,letterkenny,54.95,-7.7333,10.38,87,100,5.26,IE,1741200997
505,beerwah,-26.85,152.9667,25.4,74,99,4.1,AU,1741200998
506,oranjemund,-28.55,16.4333,17.5,91,1,4.28,NA,1741200904
507,poyarkovo,49.6,128.6833,-20.44,100,97,1.29,RU,1741201000
508,callao,-12.0667,-77.15,26.16,65,0,4.12,PE,1741200704
509,gaspe,48.8334,-64.4819,1.12,64,75,6.17,CA,1741201002
510,axim,4.8699,-2.2405,27.61,81,73,3.36,GH,1741201003
511,okhotsk,59.3833,143.3,-21.31,97,100,4.28,RU,1741201005
512,cooma,-36.2333,149.1333,10.48,90,0,0.42,AU,1741201006
513,bikenibeu village,1.3673,173.1241,25.98,94,75,3.09,KI,1741201007
514,zapala,-38.8992,-70.0544,28.28,18,0,6.5,AR,1741201009
515,turpan,42.9333,89.1667,6.0,31,92,0.34,CN,1741201010
516,isola di capo rizzuto,38.96,17.0933,12.14,70,0,3.89,IT,1741201011
517,salekhard,66.53,66.6019,-14.93,98,100,1.35,RU,1741201013
518,rokycany,49.7427,13.5946,9.92,61,0,1.21,CZ,1741201014
519,south hedland,-20.4089,118.5983,29.96,84,30,3.09,AU,1741201016
520,korla,41.7597,86.1469,2.71,64,12,3.3,CN,1741201017
521,madera,37.1666,-119.8343,10.96,96,100,1.16,US,1741201018
522,laojunmiao,39.8333,97.7333,-3.17,63,100,0.63,CN,1741201019
523,kingscliff,-28.2667,153.5667,23.89,88,75,8.75,AU,1741201020
524,khvansar,33.2205,50.315,1.85,79,100,1.78,IR,1741201022
525,saint-flour,45.0833,3.0,2.33,75,30,0.34,FR,1741201023
526,codajas,-3.8367,-62.0569,26.97,73,100,2.36,BR,1741201024
527,kavaratti,10.5669,72.642,28.53,75,100,4.51,IN,1741201025
528,ulan bator,47.9077,106.8832,-13.93,78,40,1.0,MN,1741201026
529,berber,18.0216,33.983,25.31,9,19,5.22,SD,1741201027
530,yuanping,38.7153,112.7575,0.54,44,0,3.08,CN,1741201029
531,anshun,26.25,105.9333,3.14,85,100,4.55,CN,1741201030
532,bonthe,7.5264,-12.505,25.3,75,100,4.2,SL,1741201031
533,kutahya,39.4242,29.9833,4.37,66,3,1.43,TR,1741201032
534,lima,-12.0432,-77.0282,25.14,65,0,4.12,PE,1741200310
535,saldanha,-33.0117,17.9442,19.03,90,0,6.93,ZA,1741201036
536,mirpur sakro,24.5474,67.6277,22.12,39,3,4.19,PK,1741201037
537,manokwari,-0.8667,134.0833,27.01,75,100,1.9,ID,1741201038
538,dawesville,30.9224,-84.0091,23.53,39,0,9.26,US,1741201039
539,manicore,-5.8092,-61.3003,25.94,76,98,2.03,BR,1741201040
540,verkhnevilyuysk,63.4453,120.3167,-37.25,100,30,1.66,RU,1741201042
541,mahina,-17.5065,-149.489,30.87,66,35,5.14,PF,1741201043
542,touros,-5.1989,-35.4608,28.6,69,100,7.76,BR,1741201044
543,hadzici,43.8222,18.2067,7.63,53,0,0.51,BA,1741201046
544,feijo,-8.1642,-70.3536,28.85,68,64,1.28,BR,1741200783
545,isenbuttel,52.4333,10.5833,10.15,61,0,0.51,DE,1741201048
546,puebla,18.8333,-98.0,26.61,26,2,3.39,MX,1741200812
547,abashiri,44.0213,144.2697,-4.09,90,100,1.66,JP,1741201051
548,savalou,7.9281,1.9756,29.61,58,74,7.2,BJ,1741201052
549,kabalo,-6.05,26.9167,24.79,79,25,1.73,CD,1741201053
550,keetmanshoop,-26.5833,18.1333,33.9,19,55,1.85,NA,1741201055
551,nantucket,41.2835,-70.0995,9.06,76,0,9.26,US,1741201056
552,jayapura,-2.5333,140.7,26.66,93,100,1.87,ID,1741201057
553,boguchany,58.3814,97.4531,-8.42,97,100,0.79,RU,1741201059
554,timmins,48.4669,-81.3331,-8.1,86,100,8.23,CA,1741200615
555,nova vicosa,-17.8919,-39.3719,27.55,73,5,4.73,BR,1741201061
556,coro,11.4045,-69.6734,29.88,61,19,8.99,VE,1741201062
557,prince rupert,54.3161,-130.3201,7.05,81,100,11.83,CA,1741201063
558,port macquarie,-31.4333,152.9167,22.82,93,89,3.58,AU,1741201065
559,sao tome,0.3365,6.7273,27.93,79,100,2.19,ST,1741201067
560,shache,38.4167,77.2406,3.09,34,8,1.52,CN,1741201068
561,bougouni,11.417,-7.479,33.13,18,100,0.6,ML,1741201069
562,kushiro,42.975,144.3747,-2.47,93,75,4.12,JP,1741201070
563,celestun,20.8667,-90.4,28.17,61,4,5.21,MX,1741201072
564,island harbour,50.724,-1.2758,7.33,95,0,1.34,GB,1741201073
565,pangkalpinang,-2.1333,106.1333,25.1,90,27,0.79,ID,1741201074
566,paphos,34.7667,32.4167,17.91,42,100,1.54,CY,1741201076
567,brooks,50.5834,-111.8851,1.99,75,100,3.09,CA,1741200902
568,sterlitamak,53.6246,55.9502,-7.08,93,100,1.23,RU,1741201078
569,tibanbang,6.6315,126.1055,26.26,84,100,3.1,PH,1741201079
